listName,citation,year,Categories - Zoë,Categories - Chloe,Categories - Keith,finalCategories,Notes,tribesInvolved,
Mississippi Band of Choctaw Indians v. Holyfield,490 U.S. 30,1989,"Indian Child Welfare Act, Tribal courts, Civil jurisdiction, States/Authority of states, Plenary Power","Indian Child Welfare Act, Tribal courts, Jurisdiction (other), States/Authority of states, Tribal citizenship","Indian Child Welfare Act, States/Authority of states, Plenary Power, Jurisdiction (other), Tribal citizenship","Indian Child Welfare Act, Tribal courts, Jurisdiction (other), States/Authority of states, Tribal citizenship, Plenary Power",,Mississippi Band of Choctaw Indians,
Cotton petroleum Corp. v. New Mexico,490 U.S. 163,1989,"Taxes, States/Authority of states, Natural Resources, Commerce Clause, U.S. Constitution, Canons of Construction, Indian Agents/Administrative law","Taxes, States/Authority of states, Natural Resources, Commerce Clause, U.S. Constitution, Wardship/Trust, Indian Reorganization Act, Canons of Construction, Plenary Power","States/Authority of states, Taxes, Natural Resources, Wardship/Trust, Commerce Clause, U.S. Constitution, Plenary Power, Domestic Dependent Nations, Indian Agents/Administrative law, Indian Reorganization Act","Taxes, States/Authority of states, Natural Resources, Commerce Clause, U.S. Constitution, Wardship/Trust, Indian Reorganization Act, Canons of Construction, Plenary Power, Indian Agents/Administrative law",,Jicarilla Apache Tribe,
